"Awarding Organisation","Title","Qualification Number","Status","Type","Level","Sector Subject Area","Included in performance tables","Certificates"
"BIIAB","BIIAB Level 3 Diploma In Business Improvement Techniques","601/6603/4","Available to learners","Vocationally-Related Qualification","Level 3","Engineering and Manufacturing Technologies","No",20
"BIIAB","BIIAB Level 4 NVQ Diploma In Business Administration","601/6604/6","Available to learners","Occupational Qualification","Level 4","Business, Administration and Law","No",80
"BIIAB","BIIAB Level 3 NVQ Diploma in Business Improvement Techniques","601/6607/1","Available to learners","Occupational Qualification","Level 3","Engineering and Manufacturing Technologies","No",20
"BIIAB","BIIAB Level 3 Diploma in Community Arts Management","601/6614/9","Available to learners","Occupational Qualification","Level 3","Arts, Media and Publishing","No",10
"BIIAB","BIIAB Level 2 NVQ Diploma in Business Improvement Techniques","601/6634/4","Available to learners","Occupational Qualification","Level 2","Engineering and Manufacturing Technologies","No",45
"BIIAB","BIIAB Level 2 Certificate in Community Arts Administration","601/6664/2","Available to learners","Occupational Qualification","Level 2","Arts, Media and Publishing","No",5
"BIIAB","BIIAB Level 2 Certificate in Supporting Cultural Venue Operations","601/6667/8","Available to learners","Occupational Qualification","Level 2","Arts, Media and Publishing","No",15
"BIIAB","BIIAB Level 3 Certificate in Cultural Venue Operations","601/6668/X","Available to learners","Occupational Qualification","Level 3","Arts, Media and Publishing","No",5
"BIIAB","BIIAB Level 2 NVQ Certificate in Design Support","601/6670/8","Available to learners","Occupational Qualification","Level 2","Arts, Media and Publishing","No",10
"BIIAB","BIIAB Level 3 NVQ Diploma in Design","601/6672/1","Available to learners","Occupational Qualification","Level 3","Arts, Media and Publishing","No",5
"BIIAB","BIIAB Level 2 Certificate In Principles of Marketing ","601/6766/X","Available to learners","Vocationally-Related Qualification","Level 2","Business, Administration and Law","No",0
"BIIAB","BIIAB Level 2 NVQ Certificate in Marketing","601/6767/1","Available to learners","Occupational Qualification","Level 2","Business, Administration and Law","No",0
"BIIAB","BIIAB Level 3 Certificate In Principles of Marketing","601/6768/3","Available to learners","Vocationally-Related Qualification","Level 3","Business, Administration and Law","No",0
"BIIAB","BIIAB Level 3 NVQ Diploma in Marketing","601/6770/1","Available to learners","Occupational Qualification","Level 3","Business, Administration and Law","No",5
"BIIAB","BIIAB Level 5 Diploma In Management and Leadership","601/6773/7","Available to learners","Vocationally-Related Qualification","Level 5","Business, Administration and Law","No",50
"BIIAB","BIIAB  Level 4 Diploma in Management and Leadership","601/6776/2","Available to learners","Vocationally-Related Qualification","Level 4","Business, Administration and Law","No",95
"BIIAB","BIIAB Level 2 Certificate In Principles of Sales","601/6778/6","Available to learners","Vocationally-Related Qualification","Level 2","Business, Administration and Law","No",5
"BIIAB","BIIAB Level 2 NVQ Certificate in Sales","601/6782/8","Available to learners","Occupational Qualification","Level 2","Business, Administration and Law","No",10
"BIIAB","BIIAB Level 3 Certificate In Principles of Sales ","601/6783/X","Available to learners","Vocationally-Related Qualification","Level 3","Business, Administration and Law","No",5
"BIIAB","BIIAB Level 3 NVQ Diploma in Sales","601/6785/3","Available to learners","Occupational Qualification","Level 3","Business, Administration and Law","No",10
"BIIAB","BIIAB Level 4 Diploma In Business Administration","601/6786/5","Available to learners","Vocationally-Related Qualification","Level 4","Business, Administration and Law","No",90
"BIIAB","BIIAB Level 1 Award In Customer Service","601/6789/0","Available to learners","Vocationally-Related Qualification","Level 1","Business, Administration and Law","No",30
"BIIAB","BIIAB Level 1 Award In Business Administration ","601/6796/8","Available to learners","Vocationally-Related Qualification","Level 1","Business, Administration and Law","No",20
"BIIAB","BIIAB Level 2 Award In Employee Rights and Responsibilities in the Logistics Industry","601/6848/1","Available to learners","Vocationally-Related Qualification","Level 2","Retail and Commercial Enterprise","No",30
"BIIAB","BIIAB Level 3 Diploma in Warehousing and Storage","601/6849/3","Available to learners","Occupational Qualification","Level 3","Retail and Commercial Enterprise","No",0
"BIIAB","BIIAB Level 5 Diploma in Leadership for Health and Social Care and Children and Young People's Services (England)","601/6855/9","Available to learners","Occupational Qualification","Level 5","Health, Public Services and Care","No",185
"BIIAB","BIIAB Level 2 Diploma in Health and Social Care (Adults) for Wales and Northern Ireland ","601/6856/0","Available to learners","Occupational Qualification","Level 2","Health, Public Services and Care","No",0
"BIIAB","BIIAB Level 3 Diploma In Health and Social Care (Adults) for Wales and Northern Ireland ","601/6878/X","Available to learners","Occupational Qualification","Level 3","Health, Public Services and Care","No",0
"BIIAB","BIIAB Level 3 Diploma in Health and Social Care (Adults) for England","601/6879/1","No longer available to new learners","Occupational Qualification","Level 3","Health, Public Services and Care","No",765
"BIIAB","BIIAB Level 3 Certificate In Customer Service","601/6883/3","Available to learners","Vocationally-Related Qualification","Level 3","Business, Administration and Law","No",0
"BIIAB","BIIAB Level 2 Diploma in Health and Social Care (Adults) for England","601/6887/0","No longer available to new learners","Occupational Qualification","Level 2","Health, Public Services and Care","No",845
"BIIAB","BIIAB Level 4 Diploma For ICT Professional (Systems and Principles)","601/6933/3","Available to learners","Occupational Qualification","Level 4","Information and Communication Technology","No",0
"BIIAB","BIIAB Level 2 Certificate in Warehousing and Storage","601/6956/4","Available to learners","Occupational Qualification","Level 2","Retail and Commercial Enterprise","No",40
"BIIAB","BIIAB Level 2 Certificate In Providing Financial Services","601/6963/1","Available to learners","Occupational Qualification","Level 2","Business, Administration and Law","No",0
"BIIAB","BIIAB Level 3 Certificate In Providing Financial Services","601/6965/5","Available to learners","Occupational Qualification","Level 3","Business, Administration and Law","No",0
"BIIAB","BIIAB Level 2 Certificate in Supporting Teaching and Learning in Schools","601/6966/7","Available to learners","Occupational Qualification","Level 2","Education and Training","No",0
"BIIAB","BIIAB Level 3 Diploma in Specialist Support for Teaching and Learning in Schools","601/6967/9","Available to learners","Occupational Qualification","Level 3","Education and Training","No",5
"BIIAB","BIIAB Level 3 Certificate In Learning and Development","601/6969/2","Available to learners","Occupational Qualification","Level 3","Education and Training","No",15
"BIIAB","BIIAB Level 4 Diploma In Learning and Development","601/6971/0","Available to learners","Occupational Qualification","Level 4","Education and Training","No",0
"BIIAB","BIIAB Level 3 Certificate in Theatre Operations: Costume and Wardrobe ","601/7017/7","Available to learners","Occupational Qualification","Level 3","Arts, Media and Publishing","No",0
"BIIAB","BIIAB Level 2 Certificate in Theatre Support: Costume and Wardrobe","601/7039/6","No longer available to new learners","Occupational Qualification","Level 2","Arts, Media and Publishing","No",0
"BIIAB","BIIAB Level 1 Award in Warehousing and Storage","601/7040/2","Available to learners","Vocationally-Related Qualification","Level 1","Retail and Commercial Enterprise","No",5
"BIIAB","BIIAB Level 2 Certificate in Warehousing and Storage Principles","601/7067/0","Available to learners","Occupational Qualification","Level 2","Retail and Commercial Enterprise","No",1090
"BIIAB","BIIAB Level 2 Certificate In Principles of Business and Administration ","601/7249/6","Available to learners","Vocationally-Related Qualification","Level 2","Business, Administration and Law","No",45
"BIIAB","BIIAB Level 2 Certificate in Principles of Customer Service","601/7253/8","Available to learners","Vocationally-Related Qualification","Level 2","Business, Administration and Law","No",65
"BIIAB","BIIAB Level 2 Certificate in Understanding the Care and Management of Diabetes","601/7262/9","Available to learners","Vocationally-Related Qualification","Level 2","Health, Public Services and Care","No",25
"BIIAB","BIIAB Level 2 Certificate in Understanding Working in the Health Sector","601/7263/0","Available to learners","Vocationally-Related Qualification","Level 2","Health, Public Services and Care","No",0
"BIIAB","BIIAB Level 2 Certificate in Understanding Dignity and Safeguarding in Adult Health and Social Care","601/7264/2","Available to learners","Vocationally-Related Qualification","Level 2","Health, Public Services and Care","No",40
"BIIAB","BIIAB Level 2 Certificate in Understanding Nutrition and Health","601/7265/4","Available to learners","Vocationally-Related Qualification","Level 2","Health, Public Services and Care","No",45
"BIIAB","BIIAB Level 2 Certificate in Equality and Diversity","601/7266/6","Available to learners","Other Life Skills Qualification","Level 2","Preparation for Life and Work","No",70
"BIIAB","BIIAB Level 4 Diploma in Adult Care (England)","601/7304/X","No longer available to new learners","Occupational Qualification","Level 4","Health, Public Services and Care","No",0
"BIIAB","BIIAB Level 3 NVQ Certificate in Advice and Guidance","601/7407/9","Available to learners","Occupational Qualification","Level 3","Education and Training","No",10
"BIIAB","BIIAB Level 4 NVQ Diploma in Advice and Guidance","601/7408/0","Available to learners","Occupational Qualification","Level 4","Education and Training","No",0
"BIIAB","BIIAB  Level 3 Award in Supporting Teaching and Learning in Schools","601/7728/7","Available to learners","Vocationally-Related Qualification","Level 3","Education and Training","No",0
"BIIAB","BIIAB Level 3 Diploma in Cleaning Supervision Skills","601/7741/X","Available to learners","Occupational Qualification","Level 3","Retail and Commercial Enterprise","No",0
"BIIAB","BIIAB Level 2 Certificate in Cleaning and Support Services","601/7748/2","Available to learners","Occupational Qualification","Level 2","Retail and Commercial Enterprise","No",10
"BIIAB","BIIAB Level 3 Award in Employment Related Services","601/7749/4","Available to learners","Vocationally-Related Qualification","Level 3","Health, Public Services and Care","No",0
"BIIAB","BIIAB Level 3 Diploma in Employment Related Services","601/7750/0","Available to learners","Occupational Qualification","Level 3","Health, Public Services and Care","No",5
"BIIAB","BIIAB Level 2 Certificate in Cleaning Principles","601/7770/6","Available to learners","Vocationally-Related Qualification","Level 2","Retail and Commercial Enterprise","No",10
"BIIAB","BIIAB Level 2 Certificate for  the Children and Young People's Workforce (England)","601/7784/6","Available to learners","Occupational Qualification","Level 2","Health, Public Services and Care","No",15
"BIIAB","BIIAB Level 3 Diploma for the Children and Young People's Workforce (England)","601/7785/8","Available to learners","Occupational Qualification","Level 3","Health, Public Services and Care","No",0
